date,rooms_available,rooms_occupied,occupancy_rate,adr,revpar,room_revenue,bookings_made,cancellations
2025-10-29,74,38,0.5135,243.38,124.98,9248.44,14,2
2025-10-30,74,30,0.4054,239.93,97.27,7197.9,14,2
2025-10-31,74,49,0.6622,256.62,169.92,12574.38,21,5
2025-11-01,74,55,0.7432,258.24,191.94,14203.2,17,0
2025-11-02,74,50,0.6757,247.43,167.18,12371.5,23,2
2025-11-03,74,45,0.6081,241.39,146.79,10862.55,18,1
2025-11-04,74,38,0.5135,234.86,120.6,8924.68,23,2
2025-11-05,74,32,0.4324,228.55,98.83,7313.6,15,1
2025-11-06,74,35,0.473,232.27,109.86,8129.45,18,1
2025-11-07,74,57,0.7703,244.34,188.21,13927.38,17,1
2025-11-08,74,58,0.7838,247.87,194.28,14376.46,18,1
2025-11-09,74,44,0.5946,243.32,144.68,10706.08,26,2
2025-11-10,74,38,0.5135,233.16,119.73,8860.08,17,2
2025-11-11,74,17,0.2297,222.92,51.21,3789.64,24,1
2025-11-12,74,25,0.3378,215.6,72.84,5390.0,21,0
2025-11-13,74,29,0.3919,218.65,85.69,6340.85,19,0
2025-11-14,74,47,0.6351,232.24,147.5,10915.28,17,3
2025-11-15,74,58,0.7838,236.16,185.1,13697.28,15,1
2025-11-16,74,58,0.7838,226.91,177.85,13160.78,12,1
2025-11-17,74,54,0.7297,223.26,162.92,12056.04,24,5
2025-11-18,74,42,0.5676,221.19,125.54,9289.98,22,3
2025-11-19,74,33,0.4459,210.33,93.8,6940.89,16,4
2025-11-20,74,41,0.5541,210.59,116.68,8634.19,16,2
2025-11-21,74,51,0.6892,219.52,151.29,11195.52,15,2
2025-11-22,74,42,0.5676,221.18,125.53,9289.56,21,1
2025-11-23,74,37,0.5,219.02,109.51,8103.74,18,0
2025-11-24,74,31,0.4189,209.89,87.93,6506.59,22,0
2025-11-25,74,26,0.3514,200.85,70.57,5222.1,19,1
2025-11-26,74,28,0.3784,201.32,76.18,5636.96,17,1
2025-11-27,74,44,0.5946,193.81,115.24,8527.64,18,3
2025-11-28,74,58,0.7838,208.05,163.07,12066.9,18,3
2025-11-29,74,59,0.7973,212.13,169.13,12515.67,16,0
2025-11-30,74,42,0.5676,202.33,114.84,8497.86,14,1
2025-12-01,74,32,0.4324,196.7,85.06,6294.4,18,2
2025-12-02,74,32,0.4324,190.73,82.48,6103.36,17,2
2025-12-03,74,25,0.3378,192.94,65.18,4823.5,15,2
2025-12-04,74,27,0.3649,187.62,68.46,5065.74,11,0
2025-12-05,74,38,0.5135,201.64,103.54,7662.32,18,3
2025-12-06,74,40,0.5405,207.74,112.29,8309.6,12,0
2025-12-07,74,33,0.4459,196.05,87.43,6469.65,15,1
2025-12-08,74,25,0.3378,187.44,63.32,4686.0,17,1
2025-12-09,74,26,0.3514,180.59,63.45,4695.34,13,1
2025-12-10,74,30,0.4054,176.28,71.46,5288.4,17,3
2025-12-11,74,27,0.3649,173.12,63.17,4674.24,14,2
2025-12-12,74,36,0.4865,194.19,94.47,6990.84,16,3
2025-12-13,74,40,0.5405,197.43,106.72,7897.2,19,3
2025-12-14,74,44,0.5946,191.75,114.01,8437.0,24,3
2025-12-15,74,37,0.5,186.44,93.22,6898.28,13,0
2025-12-16,74,27,0.3649,171.65,62.63,4634.55,12,1
2025-12-17,74,28,0.3784,165.81,62.74,4642.68,18,3
2025-12-18,74,30,0.4054,163.56,66.31,4906.8,13,2
2025-12-19,74,32,0.4324,176.7,76.41,5654.4,12,0
2025-12-20,74,34,0.4595,179.75,82.59,6111.5,15,3
2025-12-21,74,36,0.4865,177.07,86.14,6374.52,15,3
2025-12-22,74,31,0.4189,174.66,73.17,5414.46,15,0
2025-12-23,74,26,0.3514,170.92,60.05,4443.92,12,1
2025-12-24,74,22,0.2973,174.24,51.8,3833.28,16,1
2025-12-25,74,27,0.3649,170.75,62.3,4610.25,8,1
2025-12-26,74,37,0.5,178.75,89.38,6613.75,15,1
2025-12-27,74,34,0.4595,179.54,82.49,6104.36,17,2
2025-12-28,74,26,0.3514,178.62,62.76,4644.12,18,4
2025-12-29,74,25,0.3378,174.85,59.07,4371.25,14,3
2025-12-30,74,27,0.3649,168.99,61.66,4562.73,12,1
2025-12-31,74,28,0.3784,168.06,63.59,4705.68,18,0
2026-01-01,74,33,0.4459,168.61,75.19,5564.13,14,2
2026-01-02,74,50,0.6757,175.35,118.48,8767.5,14,2
2026-01-03,74,43,0.5811,172.05,99.98,7398.15,12,2
2026-01-04,74,30,0.4054,175.2,71.03,5256.0,14,4
2026-01-05,74,27,0.3649,173.71,63.38,4690.17,14,2
2026-01-06,74,24,0.3243,171.11,55.5,4106.64,11,2
2026-01-07,74,18,0.2432,167.77,40.81,3019.86,11,1
2026-01-08,74,19,0.2568,169.2,43.44,3214.8,16,3
2026-01-09,74,31,0.4189,170.93,71.61,5298.83,15,2
2026-01-10,74,30,0.4054,180.68,73.25,5420.4,18,1
2026-01-11,74,22,0.2973,174.93,52.01,3848.46,7,1
2026-01-12,74,23,0.3108,169.61,52.72,3901.03,13,0
2026-01-13,74,16,0.2162,159.8,34.55,2556.8,16,1
2026-01-14,74,26,0.3514,156.15,54.86,4059.9,16,2
2026-01-15,74,28,0.3784,157.78,59.7,4417.84,8,1
2026-01-16,74,29,0.3919,169.29,66.34,4909.41,17,2
2026-01-17,74,28,0.3784,183.05,69.26,5125.4,19,1
2026-01-18,74,31,0.4189,173.21,72.56,5369.51,17,3
2026-01-19,74,27,0.3649,175.48,64.03,4737.96,19,4
2026-01-20,74,20,0.2703,168.31,45.49,3366.2,18,1
2026-01-21,74,17,0.2297,160.42,36.85,2727.14,10,0
2026-01-22,74,24,0.3243,159.27,51.66,3822.48,20,4
2026-01-23,74,26,0.3514,174.86,61.44,4546.36,15,2
2026-01-24,74,31,0.4189,180.37,75.56,5591.47,15,2
2026-01-25,74,24,0.3243,175.78,57.01,4218.72,17,1
2026-01-26,74,28,0.3784,171.56,64.91,4803.68,17,4
2026-01-27,74,35,0.473,170.32,80.56,5961.2,17,3
2026-01-28,74,33,0.4459,165.09,73.62,5447.97,17,2
2026-01-29,74,28,0.3784,167.03,63.2,4676.84,17,3
2026-01-30,74,30,0.4054,172.92,70.1,5187.6,12,1
2026-01-31,74,36,0.4865,179.66,87.4,6467.76,20,2
2026-02-01,74,30,0.4054,175.96,71.34,5278.8,14,2
2026-02-02,74,27,0.3649,176.32,64.33,4760.64,15,2
2026-02-03,74,31,0.4189,170.98,71.63,5300.38,23,1
2026-02-04,74,24,0.3243,168.86,54.77,4052.64,24,3
2026-02-05,74,21,0.2838,172.71,49.01,3626.91,27,1
2026-02-06,74,31,0.4189,186.3,78.04,5775.3,25,2
2026-02-07,74,37,0.5,187.9,93.95,6952.3,20,3
2026-02-08,74,27,0.3649,184.52,67.32,4982.04,27,3
2026-02-09,74,23,0.3108,179.77,55.87,4134.71,19,3
2026-02-10,74,14,0.1892,179.17,33.9,2508.38,21,1
2026-02-11,74,16,0.2162,173.83,37.58,2781.28,24,4
2026-02-12,74,20,0.2703,177.77,48.05,3555.4,15,2
2026-02-13,74,36,0.4865,201.74,98.14,7262.64,19,2
2026-02-14,74,50,0.6757,200.94,135.77,10047.0,29,3
2026-02-15,74,34,0.4595,197.11,90.56,6701.74,26,2
2026-02-16,74,37,0.5,196.47,98.24,7269.39,22,2
2026-02-17,74,38,0.5135,192.51,98.86,7315.38,22,3
2026-02-18,74,33,0.4459,184.11,82.1,6075.63,22,2
2026-02-19,74,36,0.4865,183.26,89.15,6597.36,26,2
2026-02-20,74,41,0.5541,194.82,107.94,7987.62,28,3
2026-02-21,74,39,0.527,201.62,106.26,7863.18,34,2
2026-02-22,74,41,0.5541,198.59,110.03,8142.19,16,0
2026-02-23,74,28,0.3784,192.12,72.69,5379.36,27,5
2026-02-24,74,25,0.3378,189.16,63.91,4729.0,21,4
2026-02-25,74,26,0.3514,191.23,67.19,4971.98,21,3
2026-02-26,74,36,0.4865,194.83,94.78,7013.88,23,4
2026-02-27,74,62,0.8378,212.9,178.38,13199.8,22,4
2026-02-28,74,56,0.7568,216.35,163.72,12115.6,25,2
2026-03-01,74,40,0.5405,215.7,116.59,8628.0,25,4
2026-03-02,74,30,0.4054,217.7,88.26,6531.0,28,3
2026-03-03,74,26,0.3514,212.79,74.76,5532.54,30,5
2026-03-04,74,28,0.3784,204.32,77.31,5720.96,22,3
2026-03-05,74,35,0.473,207.37,98.08,7257.95,26,6
2026-03-06,74,41,0.5541,221.05,122.47,9063.05,25,3
2026-03-07,74,54,0.7297,226.37,165.19,12223.98,23,1
2026-03-08,74,41,0.5541,219.99,121.89,9019.59,30,1
2026-03-09,74,40,0.5405,219.16,118.46,8766.4,22,2
2026-03-10,74,39,0.527,212.07,111.77,8270.73,18,2
2026-03-11,74,31,0.4189,213.16,89.3,6607.96,20,2
2026-03-12,74,39,0.527,215.71,113.68,8412.69,30,4
2026-03-13,74,47,0.6351,229.71,145.9,10796.37,25,3
2026-03-14,74,55,0.7432,235.21,174.82,12936.55,20,4
2026-03-15,74,46,0.6216,227.14,141.2,10448.44,30,5
2026-03-16,74,40,0.5405,226.45,122.41,9058.0,32,4
2026-03-17,74,33,0.4459,227.47,101.44,7506.51,29,2
2026-03-18,74,33,0.4459,230.33,102.71,7600.89,33,8
2026-03-19,74,25,0.3378,237.22,80.14,5930.5,28,1
2026-03-20,74,45,0.6081,248.74,151.26,11193.3,31,3
2026-03-21,74,43,0.5811,247.94,144.07,10661.42,20,3
2026-03-22,74,43,0.5811,238.58,138.63,10258.94,42,5
2026-03-23,74,41,0.5541,235.18,130.3,9642.38,25,3
2026-03-24,74,31,0.4189,232.3,97.31,7201.3,24,0
2026-03-25,74,36,0.4865,231.97,112.85,8350.92,41,6
2026-03-26,74,40,0.5405,235.12,127.09,9404.8,40,3
2026-03-27,74,53,0.7162,256.12,183.44,13574.36,32,1
2026-03-28,74,64,0.8649,264.58,228.83,16933.12,34,5
2026-03-29,74,57,0.7703,257.77,198.55,14692.89,32,3
2026-03-30,74,54,0.7297,247.8,180.83,13381.2,30,3
2026-03-31,74,34,0.4595,238.78,109.71,8118.52,33,1
2026-04-01,74,38,0.5135,236.7,121.55,8994.6,33,5
2026-04-02,74,41,0.5541,246.38,136.51,10101.58,33,5
2026-04-03,74,62,0.8378,263.93,221.13,16363.66,37,4
2026-04-04,74,64,0.8649,272.27,235.48,17425.28,36,4
2026-04-05,74,60,0.8108,262.54,212.87,15752.4,31,2
2026-04-06,74,57,0.7703,264.05,203.39,15050.85,28,2
2026-04-07,74,43,0.5811,256.85,149.25,11044.55,37,4
2026-04-08,74,41,0.5541,253.66,140.54,10400.06,33,4
2026-04-09,74,42,0.5676,256.8,145.75,10785.6,26,3
2026-04-10,74,53,0.7162,278.75,199.65,14773.75,40,3
2026-04-11,74,68,0.9189,286.01,262.82,19448.68,34,5
2026-04-12,74,68,0.9189,272.93,250.8,18559.24,31,4
2026-04-13,74,48,0.6486,273.0,177.08,13104.0,47,6
2026-04-14,74,42,0.5676,267.47,151.81,11233.74,36,7
2026-04-15,74,41,0.5541,261.94,145.13,10739.54,41,3
2026-04-16,74,32,0.4324,264.19,114.24,8454.08,31,3
2026-04-17,74,47,0.6351,287.76,182.77,13524.72,48,6
2026-04-18,74,45,0.6081,285.7,173.74,12856.5,42,6
2026-04-19,74,47,0.6351,278.13,176.65,13072.11,39,6
2026-04-20,74,59,0.7973,276.73,220.64,16327.07,38,5
2026-04-21,74,50,0.6757,274.08,185.19,13704.0,29,6
2026-04-22,74,45,0.6081,275.01,167.24,12375.45,34,5
2026-04-23,74,43,0.5811,280.39,162.93,12056.77,38,2
2026-04-24,74,63,0.8514,295.38,251.47,18608.94,21,4
2026-04-25,74,71,0.9595,304.94,292.58,21650.74,44,4
2026-04-26,74,51,0.6892,300.11,206.83,15305.61,34,4
2026-04-27,74,48,0.6486,293.33,190.27,14079.84,26,1
2026-04-28,74,42,0.5676,285.48,162.03,11990.16,42,4
2026-04-29,74,41,0.5541,280.5,155.41,11500.5,34,8
2026-04-30,74,50,0.6757,282.4,190.81,14120.0,30,1
2026-05-01,74,69,0.9324,296.49,276.46,20457.81,25,1
2026-05-02,74,74,1.0,307.68,307.68,22768.32,24,2
2026-05-03,74,70,0.9459,301.23,284.95,21086.1,31,1
2026-05-04,74,58,0.7838,293.84,230.31,17042.72,23,3
2026-05-05,74,29,0.3919,284.47,111.48,8249.63,36,3
2026-05-06,74,39,0.527,281.32,148.26,10971.48,33,6
2026-05-07,74,56,0.7568,284.63,215.4,15939.28,23,2
2026-05-08,74,74,1.0,302.37,302.37,22375.38,27,2
2026-05-09,74,74,1.0,315.05,315.05,23313.7,22,4
2026-05-10,74,74,1.0,309.02,309.02,22867.48,34,4
2026-05-11,74,66,0.8919,303.27,270.48,20015.82,29,3
2026-05-12,74,42,0.5676,301.16,170.93,12648.72,18,2
2026-05-13,74,33,0.4459,296.65,132.29,9789.45,35,2
2026-05-14,74,40,0.5405,296.07,160.04,11842.8,27,2
2026-05-15,74,74,1.0,318.13,318.13,23541.62,33,8
2026-05-16,74,74,1.0,321.6,321.6,23798.4,34,3
2026-05-17,74,68,0.9189,315.23,289.67,21435.64,30,6
2026-05-18,74,57,0.7703,306.87,236.37,17491.59,34,6
2026-05-19,74,54,0.7297,300.2,219.06,16210.8,33,5
2026-05-20,74,39,0.527,298.25,157.19,11631.75,45,4
2026-05-21,74,44,0.5946,301.57,179.31,13269.08,32,3
2026-05-22,74,73,0.9865,322.63,318.27,23551.99,34,3
2026-05-23,74,74,1.0,324.98,324.98,24048.52,36,4
2026-05-24,74,74,1.0,317.03,317.03,23460.22,48,3
2026-05-25,74,74,1.0,306.72,306.72,22697.28,32,3
2026-05-26,74,72,0.973,300.98,292.85,21670.56,37,5
2026-05-27,74,49,0.6622,297.01,196.67,14553.49,31,0
2026-05-28,74,56,0.7568,300.24,227.21,16813.44,30,1
2026-05-29,74,71,0.9595,320.98,307.97,22789.58,34,4
2026-05-30,74,74,1.0,329.19,329.19,24360.06,42,5
2026-05-31,74,73,0.9865,324.56,320.17,23692.88,29,3
2026-06-01,74,72,0.973,315.7,307.17,22730.4,36,4
2026-06-02,74,48,0.6486,310.43,201.36,14900.64,29,5
2026-06-03,74,50,0.6757,309.12,208.86,15456.0,30,1
2026-06-04,74,64,0.8649,306.5,265.08,19616.0,32,4
2026-06-05,74,74,1.0,327.21,327.21,24213.54,28,3
2026-06-06,74,74,1.0,336.26,336.26,24883.24,46,6
2026-06-07,74,67,0.9054,323.06,292.5,21645.02,32,3
2026-06-08,74,58,0.7838,316.18,247.82,18338.44,37,8
2026-06-09,74,51,0.6892,312.88,215.63,15956.88,43,6
2026-06-10,74,44,0.5946,304.92,181.3,13416.48,32,4
2026-06-11,74,49,0.6622,309.29,204.8,15155.21,33,3
2026-06-12,74,70,0.9459,334.11,316.05,23387.7,32,6
2026-06-13,74,74,1.0,337.96,337.96,25009.04,35,4
2026-06-14,74,72,0.973,325.05,316.26,23403.6,43,3
2026-06-15,74,63,0.8514,321.97,274.11,20284.11,43,5
2026-06-16,74,58,0.7838,317.12,248.55,18392.96,42,1
2026-06-17,74,45,0.6081,310.41,188.76,13968.45,36,5
2026-06-18,74,46,0.6216,312.28,194.12,14364.88,37,3
2026-06-19,74,71,0.9595,339.04,325.3,24071.84,32,2
2026-06-20,74,74,1.0,348.0,348.0,25752.0,27,2
2026-06-21,74,60,0.8108,342.96,278.08,20577.6,35,4
2026-06-22,74,53,0.7162,334.46,239.55,17726.38,34,6
2026-06-23,74,49,0.6622,318.92,211.18,15627.08,31,0
2026-06-24,74,50,0.6757,308.85,208.68,15442.5,26,0
2026-06-25,74,57,0.7703,308.68,237.77,17594.76,43,5
2026-06-26,74,74,1.0,331.92,331.92,24562.08,32,1
2026-06-27,74,74,1.0,341.43,341.43,25265.82,46,5
2026-06-28,74,54,0.7297,329.05,240.12,17768.7,25,6
2026-06-29,74,54,0.7297,321.07,234.29,17337.78,36,2
2026-06-30,74,47,0.6351,311.78,198.02,14653.66,32,4
2026-07-01,74,59,0.7973,308.65,246.09,18210.35,27,4
2026-07-02,74,74,1.0,309.79,309.79,22924.46,34,4
2026-07-03,74,74,1.0,338.58,338.58,25054.92,30,3
2026-07-04,74,74,1.0,344.91,344.91,25523.34,37,5
2026-07-05,74,74,1.0,338.33,338.33,25036.42,36,6
2026-07-06,74,74,1.0,328.05,328.05,24275.7,32,2
2026-07-07,74,65,0.8784,318.69,279.93,20714.85,24,2
2026-07-08,74,51,0.6892,313.82,216.28,16004.82,35,7
2026-07-09,74,61,0.8243,318.77,262.77,19444.97,35,3
2026-07-10,74,74,1.0,341.02,341.02,25235.48,32,2
2026-07-11,74,74,1.0,347.1,347.1,25685.4,27,6
2026-07-12,74,74,1.0,332.73,332.73,24622.02,28,7
2026-07-13,74,74,1.0,332.29,332.29,24589.46,23,2
2026-07-14,74,61,0.8243,322.15,265.56,19651.15,32,3
2026-07-15,74,52,0.7027,311.7,219.03,16208.4,17,3
2026-07-16,74,74,1.0,310.92,310.92,23008.08,28,4
2026-07-17,74,74,1.0,328.8,328.8,24331.2,34,7
2026-07-18,74,74,1.0,339.78,339.78,25143.72,25,1
2026-07-19,74,71,0.9595,331.41,317.97,23530.11,28,4
2026-07-20,74,63,0.8514,325.79,277.36,20524.77,24,2
2026-07-21,74,49,0.6622,319.06,211.27,15633.94,26,2
2026-07-22,74,43,0.5811,315.87,183.55,13582.41,33,6
2026-07-23,74,57,0.7703,314.45,242.21,17923.65,33,3
2026-07-24,74,66,0.8919,339.99,303.23,22439.34,42,2
2026-07-25,74,74,1.0,345.66,345.66,25578.84,27,3
2026-07-26,74,74,1.0,339.86,339.86,25149.64,32,5
2026-07-27,74,65,0.8784,333.08,292.57,21650.2,30,2
2026-07-28,74,61,0.8243,327.62,270.07,19984.82,23,4
2026-07-29,74,49,0.6622,325.24,215.36,15936.76,25,5
2026-07-30,74,53,0.7162,318.9,228.4,16901.7,29,9
2026-07-31,74,74,1.0,345.34,345.34,25555.16,27,4
2026-08-01,74,74,1.0,346.93,346.93,25672.82,30,2
2026-08-02,74,74,1.0,337.23,337.23,24955.02,29,3
2026-08-03,74,74,1.0,329.77,329.77,24402.98,29,1
2026-08-04,74,54,0.7297,324.29,236.64,17511.66,21,1
2026-08-05,74,47,0.6351,321.62,204.27,15116.14,22,2
2026-08-06,74,55,0.7432,319.01,237.1,17545.55,24,5
2026-08-07,74,69,0.9324,337.19,314.41,23266.11,26,3
2026-08-08,74,74,1.0,353.47,353.47,26156.78,19,2
2026-08-09,74,72,0.973,337.64,328.51,24310.08,18,3
2026-08-10,74,74,1.0,329.86,329.86,24409.64,17,0
2026-08-11,74,51,0.6892,325.84,224.57,16617.84,23,1
2026-08-12,74,46,0.6216,318.57,198.03,14654.22,37,2
2026-08-13,74,57,0.7703,322.32,248.27,18372.24,18,3
2026-08-14,74,69,0.9324,342.94,319.77,23662.86,24,5
2026-08-15,74,74,1.0,348.05,348.05,25755.7,31,0
2026-08-16,74,74,1.0,339.45,339.45,25119.3,30,1
2026-08-17,74,74,1.0,331.96,331.96,24565.04,16,3
2026-08-18,74,66,0.8919,325.43,290.25,21478.38,22,5
2026-08-19,74,51,0.6892,318.01,219.17,16218.51,28,3
2026-08-20,74,48,0.6486,316.3,205.17,15182.4,26,4
2026-08-21,74,71,0.9595,336.28,322.65,23875.88,28,4
2026-08-22,74,74,1.0,347.53,347.53,25717.22,26,0
2026-08-23,74,74,1.0,331.95,331.95,24564.3,29,1
2026-08-24,74,74,1.0,323.85,323.85,23964.9,24,0
2026-08-25,74,66,0.8919,316.58,282.36,20894.28,35,2
2026-08-26,74,53,0.7162,314.49,225.24,16667.97,19,3
2026-08-27,74,59,0.7973,313.65,250.07,18505.35,23,4
2026-08-28,74,71,0.9595,334.93,321.35,23780.03,28,2
2026-08-29,74,74,1.0,342.12,342.12,25316.88,26,2
2026-08-30,74,65,0.8784,334.79,294.07,21761.35,32,4
2026-08-31,74,70,0.9459,329.1,311.31,23037.0,30,2
