date,campaign_id,spend,impressions,clicks,sessions,bookings,revenue
2026-01-25,11,289.01,4763,262,228,0,0.0
2026-01-26,11,210.29,3472,191,177,0,0.0
2026-01-27,11,186.83,3072,169,150,1,214.86
2026-01-28,11,222.41,3672,202,169,0,0.0
2026-01-29,11,190.66,3145,173,160,1,403.92
2026-01-30,11,155.72,2563,141,121,1,490.59
2026-01-31,11,270.65,4472,246,215,1,179.98
2026-02-01,11,175.26,2890,159,144,1,187.51
2026-02-02,11,244.46,4036,222,191,0,0.0
2026-02-03,11,205.73,3400,187,174,1,528.52
2026-02-04,11,275.38,4545,250,217,2,1036.48
2026-02-05,11,150.15,2472,136,127,2,844.58
2026-02-06,11,216.72,3581,197,178,1,152.46
2026-02-07,11,265.25,4381,241,204,0,0.0
2026-02-08,11,135.55,2236,123,113,0,0.0
2026-02-09,11,199.02,3272,180,163,2,511.7
2026-02-10,11,217.68,3581,197,176,0,0.0
2026-02-11,11,355.11,5854,322,265,1,193.76
2026-02-12,11,210.25,3472,191,165,0,0.0
2026-02-13,11,259.22,4272,235,206,1,452.07
2026-02-14,11,201.44,3327,183,163,1,504.51
2026-02-15,11,181.61,3000,165,135,0,0.0
2026-02-16,11,147.94,2436,134,117,0,0.0
2026-02-17,11,176.44,2909,160,148,0,0.0
2026-02-18,11,274.57,4527,249,225,0,0.0
2026-02-19,11,191.25,3145,173,151,0,0.0
2026-02-20,11,218.31,3600,198,178,0,0.0
2026-02-21,11,227.79,3763,207,170,0,0.0
2026-02-22,11,256.84,4236,233,196,0,0.0
2026-02-23,11,194.0,3200,176,148,0,0.0
2026-02-24,11,149.01,2454,135,126,0,0.0
2026-02-25,11,251.42,4145,228,210,0,0.0
2026-02-26,11,242.75,4000,220,201,0,0.0
2026-02-27,11,178.21,2945,162,148,0,0.0
2026-03-02,12,318.84,3976,167,150,3,2158.24
2026-03-03,12,350.41,4380,184,165,2,1304.62
2026-03-04,12,389.1,4857,204,169,1,239.75
2026-03-05,12,359.58,4500,189,155,3,4159.34
2026-03-06,12,208.83,2595,109,95,2,827.82
2026-03-07,12,473.23,5928,249,227,1,227.19
2026-03-08,12,473.32,5928,249,213,6,1771.29
2026-03-09,12,453.58,5666,238,215,2,735.04
2026-03-10,12,422.06,5285,222,198,3,1654.36
2026-03-11,12,498.16,6238,262,222,2,536.96
2026-03-12,12,371.46,4642,195,172,2,1404.23
2026-03-13,12,430.63,5380,226,194,1,316.93
2026-03-14,12,326.79,4071,171,148,1,254.82
2026-03-15,12,442.94,5547,233,214,5,2738.35
2026-03-16,12,378.2,4738,199,186,3,785.93
2026-03-17,12,320.06,3999,168,145,2,1795.91
2026-03-18,12,416.1,5214,219,180,3,1471.45
2026-03-19,12,281.73,3523,148,122,1,556.94
2026-03-20,12,451.6,5642,237,195,1,2211.76
2026-03-21,12,393.15,4904,206,174,2,1756.31
2026-03-22,12,303.96,3785,159,142,4,3084.12
2026-03-23,12,335.42,4190,176,151,3,1826.25
2026-03-24,12,367.89,4595,193,176,2,1682.08
2026-03-25,12,422.44,5285,222,200,3,1967.83
2026-03-26,12,435.61,5452,229,208,4,3120.71
2026-03-27,12,343.01,4285,180,165,1,288.34
2026-03-28,12,349.15,4357,183,161,3,1918.71
2026-03-29,12,485.01,6071,255,238,0,0.0
2026-03-30,12,301.01,3761,158,132,0,0.0
2026-03-31,12,404.06,5047,212,187,2,1543.48
2026-04-01,12,313.39,3904,164,149,1,589.08
2026-04-02,12,262.95,3285,138,114,2,943.76
2026-04-03,12,293.35,3666,154,139,3,1731.14
2026-04-04,12,395.17,4928,207,171,0,0.0
2026-04-05,12,394.72,4928,207,192,1,1239.96
2026-04-06,12,409.67,5119,215,179,1,297.76
2026-04-07,12,344.67,4309,181,153,2,964.44
2026-04-08,12,431.35,5404,227,188,2,1380.5
2026-04-09,12,380.09,4761,200,185,2,487.48
2026-04-10,12,317.37,3976,167,147,1,1019.36
2026-04-11,12,418.83,5238,220,189,0,0.0
2026-04-12,12,346.58,4333,182,168,0,0.0
2026-04-13,12,274.48,3428,144,131,1,283.87
2026-04-14,12,408.77,5119,215,179,1,304.61
2026-04-15,12,384.08,4809,202,179,0,0.0
2026-04-16,12,368.55,4595,193,171,0,0.0
2026-04-17,12,396.03,4952,208,191,0,0.0
2026-04-18,12,448.49,5619,236,198,0,0.0
2026-04-19,12,384.22,4809,202,189,0,0.0
2026-05-11,13,213.42,35272,388,318,2,1623.23
2026-05-12,13,253.21,41818,460,414,0,0.0
2026-05-13,13,289.61,47818,526,456,1,303.26
2026-05-14,13,276.93,45727,503,455,0,0.0
2026-05-15,13,229.24,37818,416,341,0,0.0
2026-05-16,13,227.13,37454,412,367,2,975.78
2026-05-17,13,269.61,44545,490,431,0,0.0
2026-05-18,13,260.21,43000,473,432,0,0.0
2026-05-19,13,195.93,32363,356,306,2,2457.52
2026-05-20,13,240.48,39727,437,409,2,1784.58
2026-05-21,13,389.22,64272,707,580,0,0.0
2026-05-22,13,229.86,37909,417,348,1,1495.85
2026-05-23,13,265.92,43909,483,443,2,1744.86
2026-05-24,13,260.38,43000,473,425,0,0.0
2026-05-25,13,274.37,45272,498,438,0,0.0
2026-05-26,13,234.7,38727,426,396,2,1012.8
2026-05-27,13,308.22,50909,560,502,2,619.82
2026-05-28,13,331.29,54727,602,565,0,0.0
2026-05-29,13,307.02,50727,558,513,1,345.82
2026-05-30,13,240.97,39818,438,376,1,827.31
2026-05-31,13,248.68,41090,452,395,0,0.0
2026-06-01,13,252.41,41636,458,428,1,620.94
2026-06-02,13,294.41,48636,535,468,1,338.87
2026-06-03,13,310.59,51272,564,476,0,0.0
2026-06-04,13,225.34,37181,409,344,0,0.0
2026-06-05,13,224.17,37000,407,368,0,0.0
2026-06-06,13,223.62,36909,406,340,3,2007.11
2026-06-07,13,282.76,46727,514,479,2,1567.02
2026-06-08,13,283.77,46818,515,439,2,653.04
2026-06-09,13,289.92,47909,527,473,1,1962.18
2026-06-10,13,299.0,49363,543,451,0,0.0
2026-06-11,13,290.85,48000,528,488,1,326.64
2026-06-12,13,226.21,37363,411,343,1,288.2
2026-06-13,13,216.57,35727,393,345,0,0.0
2026-06-14,13,276.4,45636,502,453,3,1656.71
2026-06-15,13,204.45,33727,371,334,2,1709.88
2026-06-16,13,218.6,36090,397,355,1,1975.12
2026-06-17,13,257.81,42545,468,409,0,0.0
2026-06-18,13,338.64,55909,615,548,1,325.47
2026-06-19,13,248.44,41000,451,394,0,0.0
2026-06-20,13,301.76,49818,548,473,0,0.0
2026-06-21,13,223.49,36909,406,337,1,329.64
2026-06-22,13,226.47,37363,411,359,0,0.0
2026-06-23,13,220.76,36454,401,356,1,1442.28
2026-06-24,13,271.55,44818,493,426,1,704.76
2026-06-25,13,309.93,51181,563,465,3,2712.63
2026-06-26,13,203.06,33545,369,303,3,2167.68
2026-06-27,13,331.36,54727,602,511,2,669.87
2026-06-28,13,351.55,58090,639,561,0,0.0
2026-06-29,13,134.72,22181,244,228,2,2368.07
2026-06-30,13,250.39,41363,455,381,0,0.0
2026-07-01,13,190.42,31454,346,290,0,0.0
2026-07-02,13,357.15,59000,649,546,0,0.0
2026-07-03,13,208.54,34454,379,338,0,0.0
2026-07-04,13,304.2,50272,553,498,1,714.98
2026-07-05,13,237.91,39272,432,402,2,678.57
2026-07-06,13,299.49,49454,544,446,0,0.0
2026-07-07,13,166.01,27363,301,275,0,0.0
2026-07-08,13,279.05,46090,507,456,1,1367.04
2026-07-09,13,254.07,41909,461,394,0,0.0
2026-07-10,13,169.42,28000,308,265,0,0.0
2026-07-11,13,362.13,59818,658,582,1,1389.76
2026-07-12,13,255.12,42090,463,380,0,0.0
2026-07-13,13,219.67,36272,399,332,1,315.11
2026-07-14,13,286.18,47272,520,477,3,2108.94
2026-07-15,13,232.35,38363,422,354,0,0.0
2026-07-16,13,241.16,39818,438,364,0,0.0
2026-07-17,13,267.27,44090,485,439,0,0.0
2026-07-18,13,313.96,51818,570,517,2,598.8
2026-07-19,13,234.4,38727,426,395,0,0.0
2026-07-20,13,311.57,51454,566,513,0,0.0
2026-07-21,13,275.47,45454,500,423,1,1465.48
2026-07-22,13,267.49,44181,486,448,1,349.42
2026-07-23,13,240.61,39727,437,361,0,0.0
2026-07-24,13,272.66,45000,495,429,2,1075.71
2026-07-25,13,244.82,40454,445,417,0,0.0
2026-07-26,13,264.96,43727,481,396,0,0.0
2026-07-27,13,290.96,48090,529,442,0,0.0
2026-07-28,13,252.24,41636,458,410,2,3313.36
2026-07-29,13,302.11,49909,549,468,0,0.0
2026-07-30,13,227.51,37545,413,373,0,0.0
2026-07-31,13,214.45,35363,389,332,0,0.0
2026-08-01,13,313.74,51818,570,509,0,0.0
2026-08-02,13,280.86,46363,510,443,0,0.0
2026-08-03,13,211.26,34909,384,316,0,0.0
2026-08-04,13,342.22,56545,622,533,0,0.0
2026-08-05,13,319.02,52727,580,535,0,0.0
2026-08-06,13,336.32,55545,611,561,0,0.0
2026-08-07,13,278.84,46000,506,468,0,0.0
2026-08-08,13,232.6,38363,422,395,0,0.0
2026-08-09,13,271.1,44727,492,436,0,0.0
2026-08-10,13,256.94,42454,467,405,0,0.0
2026-08-11,13,273.0,45090,496,410,0,0.0
2026-08-12,13,257.83,42545,468,420,0,0.0
2026-08-13,13,261.45,43181,475,420,0,0.0
2026-08-14,13,283.5,46818,515,461,0,0.0
2026-08-15,13,293.52,48454,533,495,0,0.0
2026-08-16,13,233.43,38545,424,383,0,0.0
2026-05-25,14,214.96,2690,113,104,5,3157.95
2026-05-26,14,197.44,2452,103,86,3,1731.99
2026-05-27,14,224.65,2809,118,104,2,2362.69
2026-05-28,14,165.75,2071,87,77,4,3029.14
2026-05-29,14,191.43,2380,100,83,2,1764.55
2026-05-30,14,220.14,2738,115,107,4,2518.95
2026-05-31,14,191.53,2380,100,83,3,1311.24
2026-06-01,14,197.89,2476,104,86,3,2097.85
2026-06-02,14,176.58,2190,92,78,4,2553.28
2026-06-03,14,174.66,2166,91,84,4,3084.5
2026-06-04,14,172.38,2142,90,78,3,1327.27
2026-06-05,14,136.14,1690,71,64,2,1846.24
2026-06-06,14,210.42,2619,110,91,2,2405.81
2026-06-07,14,174.64,2166,91,76,1,385.75
2026-06-08,14,117.54,1452,61,51,5,4980.34
2026-06-09,14,201.47,2523,106,98,3,891.17
2026-06-10,14,194.49,2428,102,83,2,2085.52
2026-06-11,14,225.79,2809,118,98,2,867.34
2026-06-12,14,186.41,2333,98,85,1,655.36
2026-06-13,14,127.34,1595,67,60,5,5704.8
2026-06-14,14,164.95,2047,86,80,9,7553.05
2026-06-15,14,195.2,2428,102,90,4,2445.74
2026-06-16,14,197.62,2476,104,97,2,1483.47
2026-06-17,14,224.85,2809,118,109,3,2976.67
2026-06-18,14,181.01,2261,95,87,3,2081.75
2026-06-19,14,169.4,2119,89,80,2,2045.43
2026-06-20,14,182.93,2285,96,88,0,0.0
2026-06-21,14,196.51,2452,103,93,0,0.0
2026-06-22,14,217.15,2714,114,105,2,1017.69
2026-06-23,14,148.69,1857,78,64,3,2245.01
2026-06-24,14,141.87,1761,74,62,0,0.0
2026-06-25,14,249.17,3119,131,111,3,2019.37
2026-06-26,14,146.53,1833,77,67,2,2400.46
2026-06-27,14,138.19,1714,72,59,2,1241.22
2026-06-28,14,216.84,2714,114,96,0,0.0
2026-06-29,14,158.6,1976,83,75,2,1107.94
2026-06-30,14,155.78,1928,81,71,2,622.85
2026-07-01,14,221.02,2761,116,102,2,1610.73
2026-07-02,14,142.39,1761,74,63,4,1923.85
2026-07-03,14,245.7,3071,129,109,4,2678.33
2026-07-04,14,261.82,3261,137,115,2,1624.74
2026-07-05,14,151.94,1880,79,70,3,1295.43
2026-07-06,14,146.0,1809,76,63,8,4205.19
2026-07-07,14,198.89,2476,104,87,0,0.0
2026-07-08,14,225.75,2809,118,101,4,2833.39
2026-07-09,14,151.93,1880,79,67,0,0.0
2026-07-10,14,179.27,2238,94,78,4,5227.85
2026-07-11,14,195.51,2428,102,88,1,673.82
2026-07-12,14,145.41,1809,76,64,0,0.0
2026-07-13,14,238.76,2976,125,108,0,0.0
2026-07-14,14,154.16,1928,81,69,2,1438.68
2026-07-15,14,211.82,2642,111,101,2,647.58
2026-07-16,14,214.21,2666,112,101,2,1296.42
2026-07-17,14,205.67,2571,108,94,1,281.92
2026-07-18,14,177.41,2214,93,76,1,669.46
2026-07-19,14,190.68,2380,100,89,3,1341.14
2026-07-20,14,182.71,2285,96,86,1,316.05
2026-07-21,14,133.97,1666,70,58,0,0.0
2026-07-22,14,139.76,1738,73,60,0,0.0
2026-07-23,14,234.58,2928,123,105,1,630.22
2026-07-24,14,202.25,2523,106,91,1,681.26
2026-07-25,14,187.71,2333,98,91,1,614.92
2026-07-26,14,188.88,2357,99,87,0,0.0
2026-07-27,14,129.47,1619,68,62,2,670.54
2026-07-28,14,199.64,2500,105,88,0,0.0
2026-07-29,14,261.74,3261,137,117,0,0.0
2026-07-30,14,197.27,2452,103,88,1,1187.79
2026-07-31,14,165.97,2071,87,79,1,331.82
2026-08-01,14,180.19,2238,94,87,0,0.0
2026-08-02,14,208.42,2595,109,100,1,1947.78
2026-08-03,14,234.55,2928,123,114,0,0.0
2026-08-04,14,239.62,3000,126,103,0,0.0
2026-08-05,14,171.46,2142,90,78,0,0.0
2026-08-06,14,180.31,2238,94,85,0,0.0
2026-08-07,14,243.72,3047,128,113,0,0.0
2026-08-08,14,186.38,2333,98,91,0,0.0
2026-08-09,14,211.37,2642,111,101,0,0.0
