id,booking_date,checkin_date,checkout_date,nights,rooms,guests,market_id,channel_id,campaign_id,room_revenue,adr,lead_time_days,status
3557,2024-10-15,2024-10-30,2024-11-04,5,1,2,1,5,,1445.9,289.18,15,confirmed
3558,2024-10-15,2024-10-30,2024-11-01,2,1,2,3,6,,424.84,212.42,15,confirmed
3559,2024-10-17,2024-10-30,2024-10-31,1,1,1,8,6,,252.7,252.7,13,cancelled
3560,2024-10-21,2024-10-30,2024-11-04,5,1,2,4,6,,1026.65,205.33,9,confirmed
3561,2024-10-20,2024-10-30,2024-11-01,2,1,2,10,6,,517.46,258.73,10,confirmed
3562,2024-10-18,2024-10-30,2024-11-04,5,1,1,6,6,,951.65,190.33,12,confirmed
3563,2024-10-29,2024-10-30,2024-11-01,2,1,2,7,6,,444.4,222.2,1,confirmed
3564,2024-10-18,2024-10-31,2024-11-03,3,1,3,2,1,,639.99,213.33,13,confirmed
3565,2024-10-09,2024-10-31,2024-11-01,1,1,1,4,1,,234.76,234.76,22,confirmed
3566,2024-10-01,2024-10-31,2024-11-01,1,1,3,1,1,,256.03,256.03,30,confirmed
3567,2024-10-12,2024-10-31,2024-11-01,1,1,2,2,1,,249.08,249.08,19,confirmed
3568,2024-10-23,2024-10-31,2024-11-01,1,1,2,4,1,,223.27,223.27,8,confirmed
3569,2024-10-10,2024-10-31,2024-11-02,2,1,2,3,2,1,487.32,243.66,21,confirmed
3570,2024-10-16,2024-10-31,2024-11-01,1,1,1,4,2,1,249.56,249.56,15,confirmed
3571,2024-08-22,2024-10-31,2024-11-09,9,1,3,1,2,1,2051.82,227.98,70,cancelled
3572,2024-10-24,2024-10-31,2024-11-06,6,1,3,7,2,,1141.56,190.26,7,confirmed
3573,2024-10-04,2024-10-31,2024-11-03,3,1,2,4,5,,597.3,199.1,27,confirmed
3574,2024-10-23,2024-10-31,2024-11-03,3,1,3,1,6,,780.03,260.01,8,confirmed
3575,2024-10-05,2024-10-31,2024-11-02,2,1,2,4,6,,417.38,208.69,26,confirmed
3576,2024-10-12,2024-10-31,2024-11-02,2,1,3,11,6,,367.54,183.77,19,confirmed
3577,2024-10-16,2024-10-31,2024-11-06,6,1,2,3,6,,1567.86,261.31,15,cancelled
3578,2024-10-25,2024-10-31,2024-11-02,2,1,3,8,6,,455.76,227.88,6,confirmed
3579,2024-10-10,2024-10-31,2024-11-01,1,1,2,3,6,,226.68,226.68,21,confirmed
3580,2024-10-12,2024-10-31,2024-11-04,4,1,2,9,6,,876.4,219.1,19,confirmed
3581,2024-10-25,2024-10-31,2024-11-02,2,1,3,8,6,,394.76,197.38,6,confirmed
3582,2024-09-21,2024-10-31,2024-11-01,1,1,3,9,7,,208.57,208.57,40,confirmed
3583,2024-09-13,2024-11-01,2024-11-04,3,1,3,8,1,,678.66,226.22,49,cancelled
3584,2024-09-26,2024-11-01,2024-11-03,2,1,3,11,1,,449.54,224.77,36,confirmed
3585,2024-10-08,2024-11-01,2024-11-02,1,1,1,2,1,,284.48,284.48,24,confirmed
3586,2024-10-07,2024-11-01,2024-11-02,1,1,1,9,1,,224.34,224.34,25,cancelled
3587,2024-09-16,2024-11-01,2024-11-04,3,1,2,9,1,,828.27,276.09,46,confirmed
3588,2024-10-29,2024-11-01,2024-11-03,2,1,3,1,1,,514.5,257.25,3,confirmed
3589,2024-10-15,2024-11-01,2024-11-05,4,1,2,6,1,,983.56,245.89,17,confirmed
3590,2024-10-26,2024-11-01,2024-11-02,1,1,1,10,1,,291.11,291.11,6,confirmed
3591,2024-10-07,2024-11-01,2024-11-05,4,1,2,7,1,,1112.76,278.19,25,confirmed
3592,2024-10-11,2024-11-01,2024-11-02,1,1,2,1,1,,262.63,262.63,21,confirmed
3593,2024-10-08,2024-11-01,2024-11-05,4,1,3,4,1,,817.0,204.25,24,confirmed
3594,2024-09-30,2024-11-01,2024-11-02,1,1,1,4,2,1,262.73,262.73,32,cancelled
3595,2024-10-09,2024-11-01,2024-11-03,2,1,3,1,2,,398.8,199.4,23,confirmed
3596,2024-10-16,2024-11-01,2024-11-03,2,1,2,9,2,,434.48,217.24,16,confirmed
3597,2024-10-31,2024-11-01,2024-11-03,2,1,2,9,2,1,539.92,269.96,1,confirmed
3598,2024-10-20,2024-11-01,2024-11-03,2,1,3,1,2,1,531.0,265.5,12,confirmed
3599,2024-10-15,2024-11-01,2024-11-03,2,1,3,4,2,,511.26,255.63,17,confirmed
3600,2024-10-27,2024-11-01,2024-11-04,3,1,2,6,2,,696.27,232.09,5,confirmed
3601,2024-10-26,2024-11-01,2024-11-03,2,1,1,9,3,,567.84,283.92,6,confirmed
3602,2024-10-23,2024-11-01,2024-11-02,1,1,2,4,3,,236.68,236.68,9,confirmed
3603,2024-09-28,2024-11-01,2024-11-02,1,1,3,1,3,,287.97,287.97,34,confirmed
3604,2024-10-13,2024-11-01,2024-11-02,1,1,1,6,3,,280.99,280.99,19,confirmed
3605,2024-10-17,2024-11-01,2024-11-04,3,1,2,3,3,,763.29,254.43,15,confirmed
3606,2024-10-13,2024-11-01,2024-11-02,1,1,1,1,4,,221.54,221.54,19,confirmed
3607,2024-10-07,2024-11-01,2024-11-03,2,1,1,2,4,,520.5,260.25,25,confirmed
3608,2024-10-26,2024-11-01,2024-11-04,3,1,3,3,4,,802.41,267.47,6,cancelled
3609,2024-10-13,2024-11-01,2024-11-05,4,1,2,2,5,,846.28,211.57,19,confirmed
3610,2024-10-21,2024-11-01,2024-11-04,3,1,3,4,5,,763.47,254.49,11,confirmed
3611,2024-09-22,2024-11-01,2024-11-02,1,1,2,1,6,,263.13,263.13,40,confirmed
3612,2024-10-23,2024-11-01,2024-11-05,4,1,2,1,6,,917.6,229.4,9,cancelled
3613,2024-10-30,2024-11-01,2024-11-02,1,1,3,1,6,,232.6,232.6,2,confirmed
3614,2024-10-27,2024-11-01,2024-11-02,1,1,1,2,6,,207.72,207.72,5,confirmed
3615,2024-10-20,2024-11-01,2024-11-02,1,1,3,4,6,,197.7,197.7,12,confirmed
3616,2024-10-26,2024-11-01,2024-11-02,1,1,2,5,6,,235.19,235.19,6,confirmed
3617,2024-10-29,2024-11-01,2024-11-05,4,1,1,1,6,,1040.08,260.02,3,confirmed
3618,2024-10-22,2024-11-01,2024-11-04,3,1,3,1,6,,681.75,227.25,10,confirmed
3619,2024-10-27,2024-11-01,2024-11-03,2,1,3,1,6,,550.56,275.28,5,confirmed
3620,2024-10-19,2024-11-01,2024-11-03,2,1,2,7,6,,472.18,236.09,13,confirmed
3621,2024-10-19,2024-11-01,2024-11-02,1,1,2,2,6,,236.19,236.19,13,confirmed
3622,2024-10-16,2024-11-01,2024-11-02,1,1,3,1,6,,234.07,234.07,16,confirmed
3623,2024-10-13,2024-11-01,2024-11-02,1,1,2,2,6,,264.57,264.57,19,confirmed
3624,2024-10-27,2024-11-01,2024-11-05,4,1,3,1,6,,872.0,218.0,5,confirmed
3625,2024-10-23,2024-11-01,2024-11-03,2,1,1,1,7,,498.04,249.02,9,confirmed
3626,2024-10-08,2024-11-02,2024-11-03,1,1,1,10,1,,271.02,271.02,25,confirmed
3627,2024-10-23,2024-11-02,2024-11-06,4,1,1,1,1,,976.32,244.08,10,confirmed
3628,2024-10-20,2024-11-02,2024-11-04,2,1,2,1,1,,536.9,268.45,13,confirmed
3629,2024-09-30,2024-11-02,2024-11-04,2,1,1,4,1,,524.28,262.14,33,confirmed
3630,2024-10-30,2024-11-02,2024-11-03,1,1,2,2,1,,253.46,253.46,3,confirmed
3631,2024-10-23,2024-11-02,2024-11-04,2,1,1,9,1,,563.62,281.81,10,confirmed
3632,2024-10-22,2024-11-02,2024-11-06,4,1,1,6,1,,953.52,238.38,11,confirmed
3633,2024-10-28,2024-11-02,2024-11-03,1,1,3,3,2,,271.48,271.48,5,confirmed
3634,2024-09-26,2024-11-02,2024-11-06,4,1,2,1,2,1,1019.2,254.8,37,confirmed
3635,2024-10-27,2024-11-02,2024-11-06,4,1,1,8,2,1,1011.84,252.96,6,confirmed
3636,2024-10-11,2024-11-02,2024-11-04,2,1,3,5,2,,478.5,239.25,22,confirmed
3637,2024-10-13,2024-11-02,2024-11-05,3,1,3,2,2,1,749.94,249.98,20,confirmed
3638,2024-10-28,2024-11-02,2024-11-06,4,1,1,2,2,1,1013.92,253.48,5,confirmed
3639,2024-10-30,2024-11-02,2024-11-03,1,1,1,2,2,1,199.69,199.69,3,confirmed
3640,2024-10-06,2024-11-02,2024-11-03,1,1,2,3,2,1,251.57,251.57,27,confirmed
3641,2024-10-16,2024-11-02,2024-11-03,1,1,1,4,2,1,249.27,249.27,17,confirmed
3642,2024-10-26,2024-11-02,2024-11-06,4,1,3,1,4,,1061.84,265.46,7,confirmed
3643,2024-10-30,2024-11-02,2024-11-06,4,1,3,2,4,,1007.24,251.81,3,confirmed
3644,2024-10-08,2024-11-02,2024-11-05,3,1,3,1,5,,624.6,208.2,25,confirmed
3645,2024-10-23,2024-11-02,2024-11-06,4,1,2,9,6,,951.96,237.99,10,confirmed
3646,2024-10-30,2024-11-02,2024-11-06,4,1,1,1,6,,750.04,187.51,3,confirmed
3647,2024-10-15,2024-11-02,2024-11-06,4,1,2,1,6,,912.44,228.11,18,confirmed
3648,2024-10-26,2024-11-02,2024-11-05,3,1,3,12,6,,688.71,229.57,7,confirmed
3649,2024-10-28,2024-11-02,2024-11-03,1,1,1,11,6,,234.83,234.83,5,confirmed
3650,2024-10-25,2024-11-02,2024-11-03,1,1,2,3,6,,233.77,233.77,8,confirmed
3651,2024-10-12,2024-11-02,2024-11-04,2,1,1,3,6,,481.38,240.69,21,confirmed
3652,2024-10-26,2024-11-02,2024-11-03,1,1,2,1,6,,275.95,275.95,7,confirmed
3653,2024-10-23,2024-11-02,2024-11-04,2,1,1,5,6,,454.16,227.08,10,cancelled
3654,2024-09-26,2024-11-02,2024-11-03,1,1,1,1,6,,217.57,217.57,37,confirmed
3655,2024-10-26,2024-11-02,2024-11-06,4,1,3,2,6,,791.92,197.98,7,cancelled
3656,2024-10-24,2024-11-02,2024-11-03,1,1,3,2,6,,227.17,227.17,9,cancelled
3657,2024-10-18,2024-11-02,2024-11-03,1,1,1,12,7,,211.96,211.96,15,confirmed
3658,2024-10-27,2024-11-02,2024-11-03,1,1,1,3,7,,242.67,242.67,6,confirmed
3659,2024-10-10,2024-11-02,2024-11-03,1,1,3,1,7,,227.3,227.3,23,cancelled
3660,2024-10-02,2024-11-02,2024-11-05,3,1,2,1,7,,768.75,256.25,31,confirmed
3661,2024-10-06,2024-11-03,2024-11-04,1,1,3,9,1,,210.73,210.73,28,confirmed
3662,2024-10-23,2024-11-03,2024-11-06,3,1,3,2,1,,662.76,220.92,11,confirmed
3663,2024-10-28,2024-11-03,2024-11-08,5,1,1,6,1,,1156.1,231.22,6,confirmed
3664,2024-10-16,2024-11-03,2024-11-06,3,1,3,10,2,1,603.33,201.11,18,confirmed
3665,2024-10-13,2024-11-03,2024-11-05,2,1,1,9,2,1,437.42,218.71,21,confirmed
3666,2024-10-08,2024-11-03,2024-11-05,2,1,1,3,4,,421.5,210.75,26,confirmed
3667,2024-10-28,2024-11-03,2024-11-06,3,1,2,1,6,,483.21,161.07,6,confirmed
3668,2024-10-19,2024-11-03,2024-11-07,4,1,1,1,6,,860.44,215.11,15,confirmed
3669,2024-10-05,2024-11-03,2024-11-05,2,1,2,9,6,,367.52,183.76,29,confirmed
3670,2024-10-27,2024-11-03,2024-11-04,1,1,2,4,6,,251.77,251.77,7,confirmed
3671,2024-10-09,2024-11-03,2024-11-04,1,1,2,10,7,,189.58,189.58,25,confirmed
3672,2024-10-29,2024-11-04,2024-11-07,3,1,1,8,1,,581.85,193.95,6,confirmed
3673,2024-09-26,2024-11-04,2024-11-06,2,1,2,1,1,,463.8,231.9,39,cancelled
3674,2024-10-17,2024-11-04,2024-11-05,1,1,3,8,1,,201.72,201.72,18,confirmed
3675,2024-10-27,2024-11-04,2024-11-06,2,1,1,10,1,,382.88,191.44,8,confirmed
3676,2024-09-30,2024-11-04,2024-11-06,2,1,3,12,1,,494.22,247.11,35,confirmed
3677,2024-10-30,2024-11-04,2024-11-05,1,1,1,7,1,,217.79,217.79,5,confirmed
3678,2024-10-30,2024-11-04,2024-11-06,2,1,1,1,2,,423.2,211.6,5,confirmed
3679,2024-11-02,2024-11-04,2024-11-07,3,1,3,1,6,,697.38,232.46,2,confirmed
3680,2024-11-02,2024-11-04,2024-11-05,1,1,1,5,6,,195.62,195.62,2,confirmed
3681,2024-10-29,2024-11-04,2024-11-05,1,1,1,2,6,,222.26,222.26,6,confirmed
3682,2024-10-16,2024-11-04,2024-11-05,1,1,3,2,6,,239.22,239.22,19,confirmed
3683,2024-10-18,2024-11-04,2024-11-06,2,1,2,2,6,,455.52,227.76,17,confirmed
3684,2024-11-04,2024-11-05,2024-11-08,3,1,1,1,1,,676.26,225.42,1,confirmed
3685,2024-11-01,2024-11-05,2024-11-06,1,1,2,7,1,,230.69,230.69,4,confirmed
3686,2024-09-20,2024-11-05,2024-11-07,2,1,3,6,1,,490.84,245.42,46,confirmed
3687,2024-10-02,2024-11-05,2024-11-06,1,1,2,1,2,,216.29,216.29,34,confirmed
3688,2024-10-09,2024-11-05,2024-11-08,3,1,3,2,2,,657.93,219.31,27,confirmed
3689,2024-09-29,2024-11-05,2024-11-06,1,1,1,1,5,,202.46,202.46,37,confirmed
3690,2024-10-23,2024-11-05,2024-11-07,2,1,3,7,6,,423.42,211.71,13,confirmed
3691,2024-10-19,2024-11-05,2024-11-10,5,1,1,6,6,,1032.85,206.57,17,confirmed
3692,2024-10-28,2024-11-05,2024-11-09,4,1,1,1,6,,931.2,232.8,8,confirmed
3693,2024-10-29,2024-11-05,2024-11-07,2,1,2,2,6,,346.94,173.47,7,confirmed
3694,2024-11-02,2024-11-05,2024-11-08,3,1,2,6,6,,669.57,223.19,3,confirmed
3695,2024-10-03,2024-11-05,2024-11-06,1,1,2,7,7,,209.22,209.22,33,confirmed
3696,2024-10-01,2024-11-06,2024-11-07,1,1,3,2,1,,230.15,230.15,36,confirmed
3697,2024-09-07,2024-11-06,2024-11-08,2,1,2,1,1,,395.32,197.66,60,confirmed
3698,2024-10-28,2024-11-06,2024-11-08,2,1,2,7,1,,461.76,230.88,9,confirmed
3699,2024-09-15,2024-11-06,2024-11-09,3,1,3,4,1,,622.2,207.4,52,confirmed
3700,2024-10-30,2024-11-06,2024-11-08,2,1,1,1,1,,404.62,202.31,7,confirmed
3701,2024-10-28,2024-11-06,2024-11-07,1,1,2,9,2,,200.57,200.57,9,confirmed
3702,2024-10-10,2024-11-06,2024-11-07,1,1,1,10,2,,200.1,200.1,27,confirmed
3703,2024-10-25,2024-11-06,2024-11-09,3,1,2,1,2,,583.26,194.42,12,confirmed
3704,2024-10-31,2024-11-06,2024-11-08,2,1,3,4,4,,383.48,191.74,6,confirmed
3705,2024-10-25,2024-11-06,2024-11-07,1,1,3,1,4,,240.52,240.52,12,cancelled
3706,2024-09-26,2024-11-06,2024-11-07,1,1,1,6,4,,199.67,199.67,41,confirmed
3707,2024-11-01,2024-11-06,2024-11-07,1,1,2,4,4,,186.52,186.52,5,confirmed
3708,2024-11-04,2024-11-06,2024-11-07,1,1,1,3,4,,212.96,212.96,2,confirmed
3709,2024-10-22,2024-11-06,2024-11-07,1,1,2,9,5,,208.42,208.42,15,confirmed
3710,2024-10-15,2024-11-06,2024-11-07,1,1,2,1,5,,201.02,201.02,22,confirmed
3711,2024-10-25,2024-11-06,2024-11-07,1,1,1,1,6,,223.25,223.25,12,cancelled
3712,2024-10-27,2024-11-06,2024-11-08,2,1,3,5,6,,416.38,208.19,10,cancelled
3713,2024-10-29,2024-11-06,2024-11-12,6,1,1,6,6,,1497.96,249.66,8,confirmed
3714,2024-10-17,2024-11-06,2024-11-07,1,1,2,2,6,,176.56,176.56,20,confirmed
3715,2024-10-27,2024-11-06,2024-11-08,2,1,3,3,6,,457.62,228.81,10,cancelled
3716,2024-10-14,2024-11-07,2024-11-08,1,1,3,4,1,,237.81,237.81,24,confirmed
3717,2024-10-28,2024-11-07,2024-11-08,1,1,1,4,1,,219.0,219.0,10,confirmed
3718,2024-10-26,2024-11-07,2024-11-08,1,1,2,4,1,,219.62,219.62,12,confirmed
3719,2024-10-19,2024-11-07,2024-11-09,2,1,2,4,1,,398.62,199.31,19,confirmed
3720,2024-11-01,2024-11-07,2024-11-08,1,1,1,6,1,,211.95,211.95,6,confirmed
3721,2024-10-11,2024-11-07,2024-11-08,1,1,2,9,1,,238.41,238.41,27,confirmed
3722,2024-10-26,2024-11-07,2024-11-12,5,1,1,1,1,,1224.3,244.86,12,confirmed
3723,2024-10-20,2024-11-07,2024-11-08,1,1,2,10,2,,214.36,214.36,18,cancelled
3724,2024-10-25,2024-11-07,2024-11-10,3,1,1,1,3,,569.31,189.77,13,confirmed
3725,2024-10-20,2024-11-07,2024-11-08,1,1,3,1,4,,232.56,232.56,18,confirmed
3726,2024-11-05,2024-11-07,2024-11-10,3,1,2,12,4,,687.51,229.17,2,confirmed
3727,2024-10-13,2024-11-07,2024-11-08,1,1,1,9,4,,227.99,227.99,25,confirmed
3728,2024-10-31,2024-11-07,2024-11-08,1,1,3,1,4,,224.92,224.92,7,confirmed
3729,2024-11-01,2024-11-07,2024-11-10,3,1,2,1,4,,541.35,180.45,6,confirmed
3730,2024-10-25,2024-11-07,2024-11-15,8,1,2,9,4,,1905.84,238.23,13,confirmed
3731,2024-10-22,2024-11-07,2024-11-08,1,1,3,4,6,,219.2,219.2,16,confirmed
3732,2024-10-03,2024-11-07,2024-11-10,3,1,3,4,6,,728.94,242.98,35,confirmed
3733,2024-10-26,2024-11-07,2024-11-08,1,1,1,3,6,,207.38,207.38,12,confirmed
3734,2024-10-24,2024-11-07,2024-11-11,4,1,1,9,6,,768.24,192.06,14,confirmed
3735,2024-10-17,2024-11-07,2024-11-08,1,1,3,5,6,,195.98,195.98,21,confirmed
3736,2024-10-27,2024-11-08,2024-11-09,1,1,3,1,1,,223.83,223.83,12,confirmed
3737,2024-11-03,2024-11-08,2024-11-09,1,1,3,1,1,,236.96,236.96,5,confirmed
3738,2024-10-29,2024-11-08,2024-11-12,4,1,2,9,2,,965.08,241.27,10,cancelled
3739,2024-10-08,2024-11-08,2024-11-10,2,1,1,6,2,,386.04,193.02,31,confirmed
3740,2024-10-24,2024-11-08,2024-11-09,1,1,3,5,2,,218.88,218.88,15,confirmed
3741,2024-11-02,2024-11-08,2024-11-09,1,1,2,1,3,,239.95,239.95,6,confirmed
3742,2024-10-27,2024-11-08,2024-11-12,4,1,3,1,3,,1005.92,251.48,12,confirmed
3743,2024-11-07,2024-11-08,2024-11-09,1,1,2,8,4,,234.28,234.28,1,confirmed
3744,2024-10-05,2024-11-08,2024-11-09,1,1,1,10,4,,221.87,221.87,34,confirmed
3745,2024-11-01,2024-11-08,2024-11-11,3,1,1,5,4,,836.85,278.95,7,cancelled
3746,2024-11-07,2024-11-08,2024-11-10,2,1,3,5,5,,414.84,207.42,1,confirmed
3747,2024-10-02,2024-11-08,2024-11-09,1,1,1,1,5,,193.42,193.42,37,confirmed
3748,2024-10-24,2024-11-08,2024-11-10,2,1,3,9,6,,457.88,228.94,15,confirmed
3749,2024-10-29,2024-11-08,2024-11-12,4,1,3,5,6,,753.64,188.41,10,confirmed
3750,2024-10-23,2024-11-08,2024-11-09,1,1,3,4,6,,249.85,249.85,16,confirmed
3751,2024-10-31,2024-11-08,2024-11-09,1,1,3,1,6,,230.24,230.24,8,confirmed
3752,2024-11-01,2024-11-08,2024-11-09,1,1,1,2,6,,256.45,256.45,7,confirmed
3753,2024-10-30,2024-11-08,2024-11-12,4,1,2,9,6,,942.08,235.52,9,cancelled
3754,2024-11-01,2024-11-08,2024-11-11,3,1,2,2,6,,694.53,231.51,7,confirmed
3755,2024-10-15,2024-11-08,2024-11-10,2,1,3,2,6,,477.8,238.9,24,confirmed
3756,2024-09-10,2024-11-08,2024-11-09,1,1,1,2,6,,206.26,206.26,59,confirmed
3757,2024-10-17,2024-11-08,2024-11-09,1,1,1,2,6,,267.35,267.35,22,confirmed
3758,2024-10-20,2024-11-08,2024-11-12,4,1,1,2,6,,883.8,220.95,19,confirmed
3759,2024-11-04,2024-11-08,2024-11-10,2,1,2,7,6,,442.52,221.26,4,confirmed
3760,2024-10-02,2024-11-08,2024-11-11,3,1,3,3,6,,782.91,260.97,37,confirmed
3761,2024-10-24,2024-11-08,2024-11-12,4,1,3,4,6,,943.6,235.9,15,confirmed
3762,2024-10-16,2024-11-08,2024-11-12,4,1,2,9,7,,967.48,241.87,23,confirmed
3763,2024-09-20,2024-11-09,2024-11-11,2,1,1,4,1,,418.84,209.42,50,confirmed
3764,2024-11-04,2024-11-09,2024-11-13,4,1,2,4,1,,997.36,249.34,5,confirmed
3765,2024-09-18,2024-11-09,2024-11-13,4,1,3,3,1,,907.52,226.88,52,confirmed
3766,2024-10-19,2024-11-09,2024-11-12,3,1,1,6,1,,838.98,279.66,21,cancelled
3767,2024-10-20,2024-11-09,2024-11-10,1,1,2,5,1,,268.29,268.29,20,confirmed
3768,2024-10-27,2024-11-09,2024-11-11,2,1,1,1,1,,424.0,212.0,13,cancelled
3769,2024-10-29,2024-11-09,2024-11-11,2,1,3,2,1,,476.66,238.33,11,confirmed
3770,2024-11-06,2024-11-09,2024-11-10,1,1,2,9,1,,224.38,224.38,3,confirmed
3771,2024-09-28,2024-11-09,2024-11-10,1,1,1,2,1,,214.65,214.65,42,confirmed
3772,2024-10-09,2024-11-09,2024-11-11,2,1,1,9,2,,421.8,210.9,31,cancelled
3773,2024-10-28,2024-11-09,2024-11-12,3,1,2,3,2,,776.7,258.9,12,confirmed
3774,2024-10-17,2024-11-09,2024-11-11,2,1,2,2,2,,470.66,235.33,23,confirmed
3775,2024-10-17,2024-11-09,2024-11-10,1,1,3,9,4,,237.85,237.85,23,confirmed
3776,2024-09-01,2024-11-09,2024-11-13,4,1,3,1,4,,1029.72,257.43,69,confirmed
3777,2024-11-02,2024-11-09,2024-11-11,2,1,1,12,4,,491.42,245.71,7,confirmed
3778,2024-11-06,2024-11-09,2024-11-10,1,1,2,9,5,,237.89,237.89,3,confirmed
3779,2024-11-08,2024-11-09,2024-11-10,1,1,2,8,6,,262.83,262.83,1,confirmed
3780,2024-10-17,2024-11-09,2024-11-13,4,1,1,10,6,,965.0,241.25,23,confirmed
3781,2024-10-28,2024-11-09,2024-11-13,4,1,2,1,6,,964.28,241.07,12,cancelled
3782,2024-10-11,2024-11-09,2024-11-13,4,1,2,1,6,,996.08,249.02,29,confirmed
3783,2024-10-21,2024-11-09,2024-11-13,4,1,3,8,6,,875.4,218.85,19,confirmed
3784,2024-10-20,2024-11-09,2024-11-13,4,1,1,9,6,,972.12,243.03,20,cancelled
3785,2024-10-22,2024-11-09,2024-11-10,1,1,1,5,6,,214.46,214.46,18,confirmed
3786,2024-10-29,2024-11-09,2024-11-13,4,1,3,3,6,,883.36,220.84,11,confirmed
3787,2024-11-07,2024-11-09,2024-11-10,1,1,1,7,6,,223.82,223.82,2,confirmed
3788,2024-10-09,2024-11-09,2024-11-10,1,1,1,9,7,,206.37,206.37,31,confirmed
3789,2024-10-26,2024-11-09,2024-11-13,4,1,1,11,7,,821.68,205.42,14,cancelled
3790,2024-10-01,2024-11-09,2024-11-11,2,1,1,1,7,,513.6,256.8,39,confirmed
3791,2024-11-05,2024-11-10,2024-11-12,2,1,3,1,1,,450.9,225.45,5,confirmed
3792,2024-10-28,2024-11-10,2024-11-11,1,1,3,6,1,,203.86,203.86,13,confirmed
3793,2024-10-27,2024-11-10,2024-11-11,1,1,2,6,1,,242.36,242.36,14,confirmed
3794,2024-10-23,2024-11-10,2024-11-12,2,1,2,4,2,,417.7,208.85,18,confirmed
3795,2024-11-02,2024-11-10,2024-11-11,1,1,2,1,2,,214.6,214.6,8,confirmed
3796,2024-10-02,2024-11-10,2024-11-11,1,1,3,2,4,,198.34,198.34,39,cancelled
3797,2024-10-25,2024-11-10,2024-11-12,2,1,3,9,4,,360.32,180.16,16,confirmed
3798,2024-10-31,2024-11-10,2024-11-11,1,1,3,2,4,,218.37,218.37,10,confirmed
3799,2024-10-17,2024-11-10,2024-11-12,2,1,2,5,5,,412.74,206.37,24,confirmed
3800,2024-10-07,2024-11-10,2024-11-11,1,1,3,1,5,,195.55,195.55,34,cancelled
3801,2024-11-04,2024-11-10,2024-11-12,2,1,3,8,5,,453.74,226.87,6,confirmed
3802,2024-10-29,2024-11-10,2024-11-11,1,1,3,12,6,,204.58,204.58,12,confirmed
3803,2024-11-06,2024-11-10,2024-11-11,1,1,2,3,6,,207.01,207.01,4,confirmed
3804,2024-11-04,2024-11-10,2024-11-12,2,1,2,5,6,,423.02,211.51,6,confirmed
3805,2024-11-10,2024-11-10,2024-11-11,1,1,2,12,6,,232.57,232.57,0,confirmed
3806,2024-10-29,2024-11-10,2024-11-11,1,1,2,2,6,,193.33,193.33,12,confirmed
3807,2024-09-21,2024-11-10,2024-11-11,1,1,2,11,7,,236.63,236.63,50,confirmed
3808,2024-10-16,2024-11-10,2024-11-14,4,1,3,1,7,,878.36,219.59,25,confirmed
3809,2024-10-03,2024-11-11,2024-11-12,1,1,1,4,1,,199.59,199.59,39,confirmed
3810,2024-10-15,2024-11-11,2024-11-12,1,1,3,1,1,,235.6,235.6,27,confirmed
3811,2024-10-26,2024-11-11,2024-11-12,1,1,3,5,1,,236.64,236.64,16,confirmed
3812,2024-10-29,2024-11-11,2024-11-13,2,1,2,12,1,,435.0,217.5,13,confirmed
3813,2024-10-28,2024-11-11,2024-11-14,3,1,3,6,1,,646.11,215.37,14,confirmed
3814,2024-10-31,2024-11-11,2024-11-13,2,1,3,1,1,,392.06,196.03,11,confirmed
3815,2024-11-05,2024-11-11,2024-11-16,5,1,2,3,2,,961.75,192.35,6,confirmed
3816,2024-09-30,2024-11-11,2024-11-12,1,1,3,1,2,,207.46,207.46,42,confirmed
3817,2024-10-24,2024-11-11,2024-11-12,1,1,2,4,3,,215.89,215.89,18,confirmed
3818,2024-10-29,2024-11-11,2024-11-12,1,1,2,9,4,,215.36,215.36,13,confirmed
3819,2024-11-05,2024-11-11,2024-11-17,6,1,2,1,5,,1460.46,243.41,6,confirmed
3820,2024-11-08,2024-11-11,2024-11-13,2,1,2,3,6,,401.62,200.81,3,confirmed
3821,2024-10-07,2024-11-11,2024-11-12,1,1,3,1,6,,195.69,195.69,35,confirmed
3822,2024-11-09,2024-11-11,2024-11-13,2,1,1,5,6,,430.96,215.48,2,confirmed
3823,2024-10-16,2024-11-11,2024-11-12,1,1,3,10,6,,200.58,200.58,26,confirmed
3824,2024-11-03,2024-11-11,2024-11-15,4,1,3,9,6,,942.6,235.65,8,confirmed
3825,2024-10-25,2024-11-11,2024-11-13,2,1,1,9,6,,449.66,224.83,17,confirmed
3826,2024-10-25,2024-11-11,2024-11-14,3,1,3,2,6,,546.0,182.0,17,confirmed
3827,2024-09-27,2024-11-12,2024-11-16,4,1,2,3,2,,901.16,225.29,46,confirmed
3828,2024-11-02,2024-11-12,2024-11-13,1,1,2,2,4,,205.0,205.0,10,confirmed
3829,2024-10-29,2024-11-12,2024-11-16,4,1,2,1,5,,845.68,211.42,14,confirmed
3830,2024-08-17,2024-11-12,2024-11-19,7,1,3,7,5,,1523.62,217.66,87,confirmed
3831,2024-11-07,2024-11-12,2024-11-13,1,1,1,3,5,,188.88,188.88,5,confirmed
3832,2024-11-08,2024-11-12,2024-11-13,1,1,3,1,6,,207.57,207.57,4,confirmed
3833,2024-11-06,2024-11-12,2024-11-13,1,1,1,1,6,,195.92,195.92,6,confirmed
3834,2024-11-07,2024-11-12,2024-11-13,1,1,3,3,6,,225.18,225.18,5,confirmed
